ID,Context_emotion,Human_response_emotion,FT_response_emotion,GPT_response_emotion,Human_response_emotion_similarity,FT_response_emotion_similarity,GPT_response_emotion_similarity
context_143,"{'anger': 0.06978919357061386, 'disgust': 0.08541005849838257, 'fear': 0.3805418312549591, 'joy': 0.0021244569215923548, 'neutral': 0.08131130784749985, 'sadness': 0.37202975153923035, 'surprise': 0.008793492801487446}","{'anger': 0.005207851994782686, 'disgust': 0.006916085258126259, 'fear': 0.0025034977588802576, 'joy': 0.7786620259284973, 'neutral': 0.19279175996780396, 'sadness': 0.010734842158854008, 'surprise': 0.003183898748829961}","{'anger': 0.0068726507015526295, 'disgust': 0.0034315455704927444, 'fear': 0.029659835621714592, 'joy': 0.2625964283943176, 'neutral': 0.6578945517539978, 'sadness': 0.01635049283504486, 'surprise': 0.023194538429379463}","{'anger': 0.03333093598484993, 'disgust': 0.003146703355014324, 'fear': 0.5159409642219543, 'joy': 0.0021736978087574244, 'neutral': 0.01119585707783699, 'sadness': 0.0720837190747261, 'surprise': 0.36212801933288574}",0.0527463098736064,0.1856349521977193,0.6581295310150875
context_144,"{'anger': 0.022855913266539574, 'disgust': 0.003347670426592231, 'fear': 0.002451272215694189, 'joy': 0.002247030846774578, 'neutral': 0.007467931602150202, 'sadness': 0.9499223828315735, 'surprise': 0.011707689613103867}","{'anger': 0.2791043519973755, 'disgust': 0.12506896257400513, 'fear': 0.005609304178506136, 'joy': 0.010965571738779545, 'neutral': 0.4361397922039032, 'sadness': 0.10669629275798798, 'surprise': 0.0364157073199749}","{'anger': 0.08240320533514023, 'disgust': 0.011681855656206608, 'fear': 0.013644330203533173, 'joy': 0.08970531076192856, 'neutral': 0.6918699741363525, 'sadness': 0.008656345307826996, 'surprise': 0.10203897953033447}","{'anger': 0.019487600773572922, 'disgust': 0.01969677023589611, 'fear': 0.001493005664087832, 'joy': 0.0032914590556174517, 'neutral': 0.052738070487976074, 'sadness': 0.8990744948387146, 'surprise': 0.004218557383865118}",0.21615140708068425,0.024807348710821353,0.9985131613725036
context_145,"{'anger': 0.8070217967033386, 'disgust': 0.13510523736476898, 'fear': 0.0026300870813429356, 'joy': 0.0024413641076534986, 'neutral': 0.016437599435448647, 'sadness': 0.03169354796409607, 'surprise': 0.004670305177569389}","{'anger': 0.15217232704162598, 'disgust': 0.0556187778711319, 'fear': 0.14835916459560394, 'joy': 0.004927941597998142, 'neutral': 0.18725018203258514, 'sadness': 0.40607860684394836, 'surprise': 0.04559290036559105}","{'anger': 0.808197557926178, 'disgust': 0.08883553743362427, 'fear': 0.007012412417680025, 'joy': 0.004814266227185726, 'neutral': 0.05012067034840584, 'sadness': 0.029467472806572914, 'surprise': 0.011552035808563232}","{'anger': 0.07632408291101456, 'disgust': 0.1788516342639923, 'fear': 0.02864752896130085, 'joy': 0.021910760551691055, 'neutral': 0.6693625450134277, 'sadness': 0.02261783555150032, 'surprise': 0.002285589696839452}",0.35843452049986335,0.99749932176798,0.17066806605546603
context_146,"{'anger': 0.015390927903354168, 'disgust': 0.02168196439743042, 'fear': 0.6322713494300842, 'joy': 0.004183173645287752, 'neutral': 0.025163177400827408, 'sadness': 0.292233943939209, 'surprise': 0.009075388312339783}","{'anger': 0.08884577453136444, 'disgust': 0.06821613013744354, 'fear': 0.2310037761926651, 'joy': 0.0206557996571064, 'neutral': 0.17203520238399506, 'sadness': 0.4043453335762024, 'surprise': 0.014898017048835754}","{'anger': 0.016446316614747047, 'disgust': 0.018109090626239777, 'fear': 0.014064103364944458, 'joy': 0.1263943761587143, 'neutral': 0.8050873875617981, 'sadness': 0.016152512282133102, 'surprise': 0.003746273461729288}","{'anger': 0.05067449435591698, 'disgust': 0.1156187355518341, 'fear': 0.011712169274687767, 'joy': 0.083600252866745, 'neutral': 0.6273764371871948, 'sadness': 0.10849815607070923, 'surprise': 0.0025197176728397608}",0.764142655780046,0.061657524360613225,0.12824869645805315
context_147,"{'anger': 0.08074833452701569, 'disgust': 0.1939956545829773, 'fear': 0.002721073105931282, 'joy': 0.1309274435043335, 'neutral': 0.5715847611427307, 'sadness': 0.012262901291251183, 'surprise': 0.007759827189147472}","{'anger': 0.0057501713745296, 'disgust': 0.020578453317284584, 'fear': 0.0015050729271024466, 'joy': 0.005131669342517853, 'neutral': 0.9557128548622131, 'sadness': 0.006309120915830135, 'surprise': 0.005012715235352516}","{'anger': 0.012844384647905827, 'disgust': 0.014501906000077724, 'fear': 0.11018649488687515, 'joy': 0.0035115997307002544, 'neutral': 0.11277483403682709, 'sadness': 0.7389712929725647, 'surprise': 0.007209493312984705}","{'anger': 0.017551450058817863, 'disgust': 0.010509772226214409, 'fear': 0.004251344129443169, 'joy': 0.016031840816140175, 'neutral': 0.9459130167961121, 'sadness': 0.0034701868426054716, 'surprise': 0.0022723721340298653}",0.9258949961072067,0.166011919513691,0.9265387751289105
context_148,"{'anger': 0.1768735945224762, 'disgust': 0.2439182996749878, 'fear': 0.01537332870066166, 'joy': 0.0058264597319066525, 'neutral': 0.1865789294242859, 'sadness': 0.3048247992992401, 'surprise': 0.06660463660955429}","{'anger': 0.5797508358955383, 'disgust': 0.10394765436649323, 'fear': 0.007999500259757042, 'joy': 0.0031412052921950817, 'neutral': 0.258925199508667, 'sadness': 0.02216579206287861, 'surprise': 0.024069854989647865}","{'anger': 0.09196359664201736, 'disgust': 0.022084619849920273, 'fear': 0.006471747532486916, 'joy': 0.04308408871293068, 'neutral': 0.8221887946128845, 'sadness': 0.0059440359473228455, 'surprise': 0.00826307013630867}","{'anger': 0.02049775794148445, 'disgust': 0.03165040165185928, 'fear': 0.0042346930131316185, 'joy': 0.07758116722106934, 'neutral': 0.6965348720550537, 'sadness': 0.16487987339496613, 'surprise': 0.004621196072548628}",0.6067999322636279,0.4539750951705239,0.5647902683341447
context_149,"{'anger': 0.008098741993308067, 'disgust': 0.022276468575000763, 'fear': 0.9400814175605774, 'joy': 0.0009691400919109583, 'neutral': 0.009682453237473965, 'sadness': 0.007652518339455128, 'surprise': 0.011239229701459408}","{'anger': 0.020866233855485916, 'disgust': 0.017431849613785744, 'fear': 0.7698619961738586, 'joy': 0.004216005560010672, 'neutral': 0.15555304288864136, 'sadness': 0.026230601593852043, 'surprise': 0.005840274505317211}","{'anger': 0.13080106675624847, 'disgust': 0.010090446099638939, 'fear': 0.7194535732269287, 'joy': 0.007088680751621723, 'neutral': 0.06658533960580826, 'sadness': 0.06073559820652008, 'surprise': 0.005245259031653404}","{'anger': 0.006151583045721054, 'disgust': 0.0457603894174099, 'fear': 0.7051164507865906, 'joy': 0.0027388178277760744, 'neutral': 0.06744655966758728, 'sadness': 0.1621151864528656, 'surprise': 0.010671046562492847}",0.9817086120174051,0.9794062009067563,0.9723471210091983
context_150,"{'anger': 0.6782758235931396, 'disgust': 0.010419894941151142, 'fear': 0.2503056526184082, 'joy': 0.0019422875484451652, 'neutral': 0.021095991134643555, 'sadness': 0.022222261875867844, 'surprise': 0.01573808118700981}","{'anger': 0.020311865955591202, 'disgust': 0.027191121131181717, 'fear': 0.0613226592540741, 'joy': 0.0013859727187082171, 'neutral': 0.03771490231156349, 'sadness': 0.008808771148324013, 'surprise': 0.843264639377594}","{'anger': 0.00606642896309495, 'disgust': 0.014134912751615047, 'fear': 0.0787392184138298, 'joy': 0.014184965752065182, 'neutral': 0.7913063168525696, 'sadness': 0.04790589585900307, 'surprise': 0.047662291675806046}","{'anger': 0.007071247790008783, 'disgust': 0.18399399518966675, 'fear': 0.1496799737215042, 'joy': 0.013763979077339172, 'neutral': 0.2630814015865326, 'sadness': 0.36988359689712524, 'surprise': 0.012525857426226139}",0.07122813530285044,0.07355120290378436,0.15679631629294033
context_151,"{'anger': 0.0007738344720564783, 'disgust': 0.0037521712947636843, 'fear': 0.002841745037585497, 'joy': 0.0023711668327450752, 'neutral': 0.011478944681584835, 'sadness': 0.97705078125, 'surprise': 0.0017313905991613865}","{'anger': 0.032587725669145584, 'disgust': 0.02407539077103138, 'fear': 0.4387430250644684, 'joy': 0.009531970135867596, 'neutral': 0.46459996700286865, 'sadness': 0.026952635496854782, 'surprise': 0.0035092493053525686}","{'anger': 0.0010015907464548945, 'disgust': 0.0009627999388612807, 'fear': 0.0029009669087827206, 'joy': 0.0012301417300477624, 'neutral': 0.005457837134599686, 'sadness': 0.9838013052940369, 'surprise': 0.004645366687327623}","{'anger': 0.01746297813951969, 'disgust': 0.05965357646346092, 'fear': 0.19085730612277985, 'joy': 0.03533858060836792, 'neutral': 0.4540530741214752, 'sadness': 0.2375899851322174, 'surprise': 0.005044516175985336}",0.0527836935676651,0.9999716158277849,0.44204214832697397
context_152,"{'anger': 0.0038559227250516415, 'disgust': 0.004820816218852997, 'fear': 0.9297428727149963, 'joy': 0.0010761681478470564, 'neutral': 0.00482398085296154, 'sadness': 0.05232240632176399, 'surprise': 0.003357791109010577}","{'anger': 0.011652423068881035, 'disgust': 0.016061177477240562, 'fear': 0.33649834990501404, 'joy': 0.009518545120954514, 'neutral': 0.6075108051300049, 'sadness': 0.013271497562527657, 'surprise': 0.005487182643264532}","{'anger': 0.004132439848035574, 'disgust': 0.0007917230832390487, 'fear': 0.9640583395957947, 'joy': 0.002384188352152705, 'neutral': 0.01906306855380535, 'sadness': 0.004954625386744738, 'surprise': 0.0046156588941812515}","{'anger': 0.007892309688031673, 'disgust': 0.01451107207685709, 'fear': 0.4544834792613983, 'joy': 0.01423660572618246, 'neutral': 0.28094980120658875, 'sadness': 0.22411547601222992, 'surprise': 0.0038112264592200518}",0.4892362524077808,0.9985786667763332,0.807011280763065
context_153,"{'anger': 0.00752377649769187, 'disgust': 0.0024417638778686523, 'fear': 0.9690234065055847, 'joy': 0.001010625041089952, 'neutral': 0.007952593266963959, 'sadness': 0.009031192399561405, 'surprise': 0.0030165817588567734}","{'anger': 0.010309322737157345, 'disgust': 0.0036455329973250628, 'fear': 0.018166450783610344, 'joy': 0.006897015497088432, 'neutral': 0.9338346719741821, 'sadness': 0.006023028399795294, 'surprise': 0.02112400345504284}","{'anger': 0.23825351893901825, 'disgust': 0.005965247284621, 'fear': 0.4414883852005005, 'joy': 0.0203678160905838, 'neutral': 0.10835602879524231, 'sadness': 0.17841117084026337, 'surprise': 0.00715778861194849}","{'anger': 0.0019069674890488386, 'disgust': 0.0014906844589859247, 'fear': 0.9816883206367493, 'joy': 0.0012653846060857177, 'neutral': 0.010438363067805767, 'sadness': 0.001733961165882647, 'surprise': 0.001476302626542747}",0.0278753196293412,0.8199217179471543,0.9999497659795044
context_154,"{'anger': 0.02087828516960144, 'disgust': 0.3398066759109497, 'fear': 0.005457290448248386, 'joy': 0.00254809414036572, 'neutral': 0.016752814874053, 'sadness': 0.6130319237709045, 'surprise': 0.0015249422285705805}","{'anger': 0.002491666004061699, 'disgust': 0.0004769673687405884, 'fear': 0.0019111728761345148, 'joy': 0.9323685169219971, 'neutral': 0.04414202272891998, 'sadness': 0.005255707539618015, 'surprise': 0.013353925198316574}","{'anger': 0.14070966839790344, 'disgust': 0.03861537203192711, 'fear': 0.015005705878138542, 'joy': 0.03676178306341171, 'neutral': 0.7236684560775757, 'sadness': 0.026926061138510704, 'surprise': 0.018312985077500343}","{'anger': 0.0023608729243278503, 'disgust': 0.017456918954849243, 'fear': 0.009741555899381638, 'joy': 0.015146697871387005, 'neutral': 0.3187718391418457, 'sadness': 0.6282116174697876, 'surprise': 0.008310459554195404}",0.01005167786659511,0.08648513433615679,0.8019097704802646
context_155,"{'anger': 0.0036934444215148687, 'disgust': 0.0054794251918792725, 'fear': 0.008796059526503086, 'joy': 0.0010412490228191018, 'neutral': 0.010434851981699467, 'sadness': 0.9636222124099731, 'surprise': 0.006932821590453386}","{'anger': 0.03166034072637558, 'disgust': 0.008088561706244946, 'fear': 0.4978681802749634, 'joy': 0.04163205996155739, 'neutral': 0.07218606770038605, 'sadness': 0.34624022245407104, 'surprise': 0.002324511297047138}","{'anger': 0.032448071986436844, 'disgust': 0.018931230530142784, 'fear': 0.43415072560310364, 'joy': 0.021799646317958832, 'neutral': 0.37054672837257385, 'sadness': 0.10331705212593079, 'surprise': 0.018806571140885353}","{'anger': 0.009261464700102806, 'disgust': 0.0032556660007685423, 'fear': 0.4527171850204468, 'joy': 0.003639898495748639, 'neutral': 0.021720025688409805, 'sadness': 0.003708966076374054, 'surprise': 0.5056967735290527}",0.5738028988155995,0.19187218873250567,0.017331432155792137
context_156,"{'anger': 0.18654249608516693, 'disgust': 0.13811197876930237, 'fear': 0.07379672676324844, 'joy': 0.004446465987712145, 'neutral': 0.18760675191879272, 'sadness': 0.3768862187862396, 'surprise': 0.03260936215519905}","{'anger': 0.0291796512901783, 'disgust': 0.0675937607884407, 'fear': 0.4018995463848114, 'joy': 0.009126299992203712, 'neutral': 0.4222516715526581, 'sadness': 0.06249726191163063, 'surprise': 0.007451774086803198}","{'anger': 0.07508224248886108, 'disgust': 0.08054989576339722, 'fear': 0.008077766746282578, 'joy': 0.005314308684319258, 'neutral': 0.8143250346183777, 'sadness': 0.010342628695070744, 'surprise': 0.006308081094175577}","{'anger': 0.01696588285267353, 'disgust': 0.012399033643305302, 'fear': 0.5872805714607239, 'joy': 0.030239645391702652, 'neutral': 0.3391033709049225, 'sadness': 0.01117519661784172, 'surprise': 0.002836300525814295}",0.5119408311237748,0.45582115779209675,0.35114850354464067
context_157,"{'anger': 0.02663719281554222, 'disgust': 0.029808538034558296, 'fear': 0.7421575784683228, 'joy': 0.0023890777956694365, 'neutral': 0.026646846905350685, 'sadness': 0.006233946420252323, 'surprise': 0.16612686216831207}","{'anger': 0.0024037384428083897, 'disgust': 0.0017123150173574686, 'fear': 0.9387621879577637, 'joy': 0.01477457769215107, 'neutral': 0.02689327299594879, 'sadness': 0.011951603926718235, 'surprise': 0.0035024455282837152}","{'anger': 0.005900156684219837, 'disgust': 0.0015296019846573472, 'fear': 0.953555166721344, 'joy': 0.002401654841378331, 'neutral': 0.013291966170072556, 'sadness': 0.02160242386162281, 'surprise': 0.0017189211212098598}","{'anger': 0.9679011106491089, 'disgust': 0.00526272039860487, 'fear': 0.0020607628393918276, 'joy': 0.0007358478615060449, 'neutral': 0.011704753153026104, 'sadness': 0.011508509516716003, 'surprise': 0.0008264112984761596}",0.97539011075263,0.9748554845647626,0.03794244512649725
context_158,"{'anger': 0.0189173873513937, 'disgust': 0.003282651538029313, 'fear': 0.05171994864940643, 'joy': 0.004003340844064951, 'neutral': 0.010227925144135952, 'sadness': 0.905575156211853, 'surprise': 0.0062736268155276775}","{'anger': 0.006434834562242031, 'disgust': 0.008773681707680225, 'fear': 0.035040233284235, 'joy': 0.016953585669398308, 'neutral': 0.6818515658378601, 'sadness': 0.17372936010360718, 'surprise': 0.07721679657697678}","{'anger': 0.008198665454983711, 'disgust': 0.02292165532708168, 'fear': 0.02867821231484413, 'joy': 0.006982868537306786, 'neutral': 0.8277832269668579, 'sadness': 0.026759440079331398, 'surprise': 0.07867596298456192}","{'anger': 0.07490410655736923, 'disgust': 0.037530843168497086, 'fear': 0.022188572213053703, 'joy': 0.008764631114900112, 'neutral': 0.8470379114151001, 'sadness': 0.007676027715206146, 'surprise': 0.001897958805784583}",0.25930280232351555,0.04623044033284718,0.023749007339614048
context_159,"{'anger': 0.5066177248954773, 'disgust': 0.3658662736415863, 'fear': 0.013946142047643661, 'joy': 0.0010361281456425786, 'neutral': 0.07105069607496262, 'sadness': 0.033592384308576584, 'surprise': 0.007890675216913223}","{'anger': 0.029666336253285408, 'disgust': 0.014460714533925056, 'fear': 0.01036322396248579, 'joy': 0.3248066306114197, 'neutral': 0.6121937036514282, 'sadness': 0.004534891340881586, 'surprise': 0.003974493592977524}","{'anger': 0.036840036511421204, 'disgust': 0.02014826610684395, 'fear': 0.01920550875365734, 'joy': 0.016839420422911644, 'neutral': 0.8895101547241211, 'sadness': 0.013286693021655083, 'surprise': 0.0041700201109051704}","{'anger': 0.19962184131145477, 'disgust': 0.0933154970407486, 'fear': 0.015090404078364372, 'joy': 0.00784285832196474, 'neutral': 0.6414642333984375, 'sadness': 0.04055529087781906, 'surprise': 0.0021098582074046135}",0.14748992359471247,0.16032733118533415,0.42604849125993505
context_160,"{'anger': 0.13253797590732574, 'disgust': 0.32832348346710205, 'fear': 0.12440556287765503, 'joy': 0.0015294852200895548, 'neutral': 0.21599870920181274, 'sadness': 0.16846707463264465, 'surprise': 0.02873772569000721}","{'anger': 0.006024493370205164, 'disgust': 0.018086809664964676, 'fear': 0.0038850470446050167, 'joy': 0.031827691942453384, 'neutral': 0.9186874032020569, 'sadness': 0.017532257363200188, 'surprise': 0.00395638681948185}","{'anger': 0.007514508906751871, 'disgust': 0.001817749929614365, 'fear': 0.4370785355567932, 'joy': 0.00342135364189744, 'neutral': 0.014158735051751137, 'sadness': 0.0032608944457024336, 'surprise': 0.5327482223510742}","{'anger': 0.01959950290620327, 'disgust': 0.014382343739271164, 'fear': 0.07098061591386795, 'joy': 0.005840195808559656, 'neutral': 0.865822970867157, 'sadness': 0.01889413595199585, 'surprise': 0.004480235744267702}",0.4876732412256717,0.23339011297320422,0.5102562504621551
context_161,"{'anger': 0.000991844106465578, 'disgust': 0.0020367754623293877, 'fear': 0.0020049680024385452, 'joy': 0.0009565290529280901, 'neutral': 0.006069003604352474, 'sadness': 0.9863341450691223, 'surprise': 0.0016067737014964223}","{'anger': 0.04933852702379227, 'disgust': 0.003335552988573909, 'fear': 0.0035176160745322704, 'joy': 0.002346419496461749, 'neutral': 0.016551868990063667, 'sadness': 0.9228190779685974, 'surprise': 0.002090895315632224}","{'anger': 0.04878943786025047, 'disgust': 0.07721279561519623, 'fear': 0.6457569599151611, 'joy': 0.002115204930305481, 'neutral': 0.09025990217924118, 'sadness': 0.12976549565792084, 'surprise': 0.006100198719650507}","{'anger': 0.003465362126007676, 'disgust': 0.023874694481492043, 'fear': 0.02440311200916767, 'joy': 0.005213447846472263, 'neutral': 0.2685997486114502, 'sadness': 0.667776882648468, 'surprise': 0.006666814908385277}",0.9985539766082011,0.1964702137309926,0.9290791143170908
context_162,"{'anger': 0.2716635465621948, 'disgust': 0.035773273557424545, 'fear': 0.03302299976348877, 'joy': 0.0013958903728052974, 'neutral': 0.10181110352277756, 'sadness': 0.4874265491962433, 'surprise': 0.06890654563903809}","{'anger': 0.015363102778792381, 'disgust': 0.014653099700808525, 'fear': 0.06882916390895844, 'joy': 0.04961651191115379, 'neutral': 0.7345711588859558, 'sadness': 0.1106470376253128, 'surprise': 0.006319976877421141}","{'anger': 0.013913934119045734, 'disgust': 0.007572463247925043, 'fear': 0.4437686800956726, 'joy': 0.004357986152172089, 'neutral': 0.07167982310056686, 'sadness': 0.4444259703159332, 'surprise': 0.014281067065894604}","{'anger': 0.005618749652057886, 'disgust': 0.00679781474173069, 'fear': 0.013790929690003395, 'joy': 0.01171212736517191, 'neutral': 0.9388109445571899, 'sadness': 0.01694299653172493, 'surprise': 0.0063264574855566025}",0.3174959624319105,0.6716390121454608,0.19776428533241086
context_163,"{'anger': 0.11411304026842117, 'disgust': 0.032380715012550354, 'fear': 0.08823669701814651, 'joy': 0.0016446048393845558, 'neutral': 0.4286027252674103, 'sadness': 0.27950745820999146, 'surprise': 0.055514704436063766}","{'anger': 0.005017727147787809, 'disgust': 0.004446342121809721, 'fear': 0.0037098992615938187, 'joy': 0.0054206810891628265, 'neutral': 0.9521743059158325, 'sadness': 0.014487436041235924, 'surprise': 0.014743583276867867}","{'anger': 0.003473279532045126, 'disgust': 0.0012768434826284647, 'fear': 0.9217539429664612, 'joy': 0.02542722411453724, 'neutral': 0.040617313235998154, 'sadness': 0.004728461615741253, 'surprise': 0.0027230067644268274}","{'anger': 0.083275206387043, 'disgust': 0.014193139970302582, 'fear': 0.09018300473690033, 'joy': 0.0035703738685697317, 'neutral': 0.7635670304298401, 'sadness': 0.03947754576802254, 'surprise': 0.005733744706958532}",0.8117523825137125,0.20371644191417948,0.8596248711613698
context_164,"{'anger': 0.00753560708835721, 'disgust': 0.00851166807115078, 'fear': 0.005838819779455662, 'joy': 0.013637286610901356, 'neutral': 0.07317283004522324, 'sadness': 0.8842011094093323, 'surprise': 0.00710272928699851}","{'anger': 0.015336905606091022, 'disgust': 0.005628759041428566, 'fear': 0.726277768611908, 'joy': 0.023497581481933594, 'neutral': 0.19607862830162048, 'sadness': 0.005213504657149315, 'surprise': 0.027966825291514397}","{'anger': 0.011530384421348572, 'disgust': 0.0013593604089692235, 'fear': 0.1385987102985382, 'joy': 0.6463255286216736, 'neutral': 0.1382751613855362, 'sadness': 0.01098671555519104, 'surprise': 0.05292413756251335}","{'anger': 0.014211800880730152, 'disgust': 0.01042894646525383, 'fear': 0.0032199802808463573, 'joy': 0.02368386648595333, 'neutral': 0.9316523671150208, 'sadness': 0.014224518090486526, 'surprise': 0.0025784813333302736}",0.035718877401858196,0.049773909290274365,0.09827586434260671
context_165,"{'anger': 0.04393870383501053, 'disgust': 0.031453490257263184, 'fear': 0.08608122915029526, 'joy': 0.005197386257350445, 'neutral': 0.14025996625423431, 'sadness': 0.6834285855293274, 'surprise': 0.009640694595873356}","{'anger': 0.007907858118414879, 'disgust': 0.002262988593429327, 'fear': 0.3558015525341034, 'joy': 0.0037465461064130068, 'neutral': 0.009809417650103569, 'sadness': 0.003309957217425108, 'surprise': 0.6171616315841675}","{'anger': 0.06434178352355957, 'disgust': 0.012602903880178928, 'fear': 0.056097809225320816, 'joy': 0.011512831784784794, 'neutral': 0.24791470170021057, 'sadness': 0.048017021268606186, 'surprise': 0.5595129728317261}","{'anger': 0.008919338695704937, 'disgust': 0.0037309795152395964, 'fear': 0.808376669883728, 'joy': 0.0023256558924913406, 'neutral': 0.019014878198504448, 'sadness': 0.005657429341226816, 'surprise': 0.15197499096393585}",0.08091799533368638,0.18549764705382,0.13461888404108713
context_166,"{'anger': 0.008955045603215694, 'disgust': 0.04807127267122269, 'fear': 0.07540665566921234, 'joy': 0.0020813741721212864, 'neutral': 0.05253000929951668, 'sadness': 0.8092961311340332, 'surprise': 0.0036595084238797426}","{'anger': 0.0033213947899639606, 'disgust': 0.001967611024156213, 'fear': 0.9264960289001465, 'joy': 0.003660228569060564, 'neutral': 0.02456248737871647, 'sadness': 0.0376722514629364, 'surprise': 0.002320024650543928}","{'anger': 0.006766779348254204, 'disgust': 0.0014011255698278546, 'fear': 0.8078041076660156, 'joy': 0.0031433627009391785, 'neutral': 0.006087267771363258, 'sadness': 0.0015420379349961877, 'surprise': 0.17325535416603088}","{'anger': 0.002189562190324068, 'disgust': 0.005873178131878376, 'fear': 0.017260717228055, 'joy': 0.0015244119567796588, 'neutral': 0.03235102444887161, 'sadness': 0.9386852979660034, 'surprise': 0.0021157681476324797}",0.1344727051701191,0.0938169772426869,0.995356672292073
context_167,"{'anger': 0.8511422872543335, 'disgust': 0.0519535057246685, 'fear': 0.004572325851768255, 'joy': 0.0011131332721561193, 'neutral': 0.022162241861224174, 'sadness': 0.06367896497249603, 'surprise': 0.005377478431910276}","{'anger': 0.003795657306909561, 'disgust': 0.0021724749822169542, 'fear': 0.0005673396517522633, 'joy': 0.0031400511506944895, 'neutral': 0.008271106518805027, 'sadness': 0.9791347980499268, 'surprise': 0.002918586600571871}","{'anger': 0.013317199423909187, 'disgust': 0.0004860995977651328, 'fear': 0.9800916314125061, 'joy': 0.0009437100379727781, 'neutral': 0.0013731593498960137, 'sadness': 0.001857504597865045, 'surprise': 0.0019308286719024181}","{'anger': 0.6955347061157227, 'disgust': 0.045085519552230835, 'fear': 0.006330850068479776, 'joy': 0.006555888801813126, 'neutral': 0.21498768031597137, 'sadness': 0.02949605882167816, 'surprise': 0.0020094162318855524}",0.07867437340594341,0.019084213802801897,0.9624188960458765
context_168,"{'anger': 0.9857186675071716, 'disgust': 0.004410817753523588, 'fear': 0.002115384442731738, 'joy': 0.00042159506119787693, 'neutral': 0.0036767038982361555, 'sadness': 0.002605685731396079, 'surprise': 0.0010511153377592564}","{'anger': 0.9522303938865662, 'disgust': 0.006280035246163607, 'fear': 0.006522995885461569, 'joy': 0.001741758780553937, 'neutral': 0.017270872369408607, 'sadness': 0.011840575374662876, 'surprise': 0.00411315867677331}","{'anger': 0.05707919970154762, 'disgust': 0.00583047978579998, 'fear': 0.08768290281295776, 'joy': 0.04745888337492943, 'neutral': 0.7261210680007935, 'sadness': 0.056233927607536316, 'surprise': 0.01959351636469364}","{'anger': 0.6167744398117065, 'disgust': 0.03224267438054085, 'fear': 0.002874242141842842, 'joy': 0.008531462401151657, 'neutral': 0.18269628286361694, 'sadness': 0.15355487167835236, 'surprise': 0.0033260679338127375}",0.9998287880748382,0.0816046418543318,0.9332703010480822
context_169,"{'anger': 0.21315103769302368, 'disgust': 0.07678686082363129, 'fear': 0.06016087159514427, 'joy': 0.005206533707678318, 'neutral': 0.11675913631916046, 'sadness': 0.3997512459754944, 'surprise': 0.12818434834480286}","{'anger': 0.668962299823761, 'disgust': 0.056357450783252716, 'fear': 0.03798938915133476, 'joy': 0.00227856426499784, 'neutral': 0.21348869800567627, 'sadness': 0.012597779743373394, 'surprise': 0.008325742557644844}","{'anger': 0.005188824143260717, 'disgust': 0.002767604775726795, 'fear': 0.9478930234909058, 'joy': 0.001385729294270277, 'neutral': 0.014070164412260056, 'sadness': 0.005602610297501087, 'surprise': 0.023092074319720268}","{'anger': 0.023090219125151634, 'disgust': 0.0327787883579731, 'fear': 0.25706759095191956, 'joy': 0.018049346283078194, 'neutral': 0.6431884765625, 'sadness': 0.01688392646610737, 'surprise': 0.008941734209656715}",0.5162166059634586,0.138936161913638,0.30851292941807107
context_170,"{'anger': 0.9553916454315186, 'disgust': 0.0017888316651806235, 'fear': 0.01938023418188095, 'joy': 0.0012151908595114946, 'neutral': 0.010986645705997944, 'sadness': 0.007779992651194334, 'surprise': 0.0034574479795992374}","{'anger': 0.02047818899154663, 'disgust': 0.011150667443871498, 'fear': 0.10540494322776794, 'joy': 0.018073417246341705, 'neutral': 0.8325405716896057, 'sadness': 0.009156591258943081, 'surprise': 0.00319559290073812}","{'anger': 0.0047368574887514114, 'disgust': 0.0033214660361409187, 'fear': 0.0037241589743644, 'joy': 0.15098974108695984, 'neutral': 0.7937064170837402, 'sadness': 0.008502705954015255, 'surprise': 0.03501870110630989}","{'anger': 0.004524508956819773, 'disgust': 0.015126078389585018, 'fear': 0.06864359229803085, 'joy': 0.01871814951300621, 'neutral': 0.48628801107406616, 'sadness': 0.390994131565094, 'surprise': 0.015705423429608345}",0.038475346478890726,0.017717535053867084,0.023546962385248338
context_171,"{'anger': 0.0008484891150146723, 'disgust': 0.0021450843196362257, 'fear': 0.006138499826192856, 'joy': 0.005299300886690617, 'neutral': 0.01440830435603857, 'sadness': 0.9143727421760559, 'surprise': 0.056787580251693726}","{'anger': 0.007749377749860287, 'disgust': 0.006391774397343397, 'fear': 0.000982576748356223, 'joy': 0.8048747181892395, 'neutral': 0.16836108267307281, 'sadness': 0.007087728474289179, 'surprise': 0.004552781581878662}","{'anger': 0.0008483839919790626, 'disgust': 0.0017839676002040505, 'fear': 0.0010270397178828716, 'joy': 0.0054378993809223175, 'neutral': 0.015006113797426224, 'sadness': 0.9716572761535645, 'surprise': 0.004239322151988745}","{'anger': 0.021306686103343964, 'disgust': 0.019665492698550224, 'fear': 0.005100409500300884, 'joy': 0.05669691041111946, 'neutral': 0.8757405877113342, 'sadness': 0.01964845322072506, 'surprise': 0.0018414469668641686}",0.01785772028241428,0.9983223547602409,0.03862065669788517
